courses_id,course_name,department_id,department_name
JWST 3110,"Of Jewish Legends, Folktales and the Supernatural",JWST,Jewish Studies Program
JWST 3120,Radical Jews,JWST,Jewish Studies Program
JWST 3150,"Jerusalem: The Holy City in History, Legend, and Religious Thought",JWST,Jewish Studies Program
JWST 3200,Religion and Feminist Thought,JWST,Jewish Studies Program
JWST 3202,"Women, Gender & Sexuality in Jewish Texts & Traditions",JWST,Jewish Studies Program
JWST 3310,The Bible as Literature,JWST,Jewish Studies Program
JWST 3401,The Heart of Europe: Filmmakers and Writers in 20th Century Central Europe,JWST,Jewish Studies Program
JWST 3501,The German-Jewish Experience: From the Enlightenment to the Present,JWST,Jewish Studies Program
JWST 3530,Global Seminar: Jews and Muslims - The Multiethnic History of Istanbul,JWST,Jewish Studies Program
JWST 3600,Contemporary Jewish Societies,JWST,Jewish Studies Program
JWST 3610,Topics in International Affairs and Jewish Studies,JWST,Jewish Studies Program
JWST 3650,History of Arab-Israeli Conflict,JWST,Jewish Studies Program
JWST 3681,Refugees in German Culture,JWST,Jewish Studies Program
JWST 3820,Topics in Jewish Studies,JWST,Jewish Studies Program
JWST 3930,Internship in Jewish Studies,JWST,Jewish Studies Program
JWST 4000,Capstone in Jewish Studies,JWST,Jewish Studies Program
JWST 4050,Anthropology of Jews and Judaism,JWST,Jewish Studies Program
JWST 4101,Topics in Hebrew Studies,JWST,Jewish Studies Program
JWST 4122,Music in Jewish Culture,JWST,Jewish Studies Program
JWST 4170,God and Politics,JWST,Jewish Studies Program
JWST 4180,Is God Dead?,JWST,Jewish Studies Program
JWST 4190,Love and Desire,JWST,Jewish Studies Program
JWST 4200,Religion and Reproductive Politics in the United States,JWST,Jewish Studies Program
JWST 4203,"Israeli Literature: Exile, Nation, Home",JWST,Jewish Studies Program
JWST 4260,Topics in Judaism,JWST,Jewish Studies Program
JWST 4301,Venice: The Cradle of European Jewish Culture,JWST,Jewish Studies Program
JWST 4302,"Global Seminar: Justice, Human Rights and Democracy in Israel",JWST,Jewish Studies Program
JWST 4338,History of Modern Israel/Palestine,JWST,Jewish Studies Program
JWST 4348,Topics in Jewish History,JWST,Jewish Studies Program
JWST 4378,History of Modern Jewish-Muslim Relations,JWST,Jewish Studies Program
JWST 4388,History Today: Global Intensive in Israel/Palestine,JWST,Jewish Studies Program
JWST 4454,Jewish Thought in Modern History,JWST,Jewish Studies Program
JWST 4524,Expulsions and Diasporas: The Jews of Spain and Portugal,JWST,Jewish Studies Program
JWST 4534,Modern European Jewish History,JWST,Jewish Studies Program
JWST 4544,History of Yiddish Culture,JWST,Jewish Studies Program
JWST 4580,The Holocaust: An Anthropological Perspective,JWST,Jewish Studies Program
JWST 4677,Jewish-American Literature,JWST,Jewish Studies Program
JWST 4800,"Ethics, Medicine and the Holocaust: Legacies in Health and Society",JWST,Jewish Studies Program
JWST 4827,Modern U.S. Jewish History since 1880,JWST,Jewish Studies Program
JWST 4837,Jews in the American West,JWST,Jewish Studies Program
JWST 4900,Independent Study in Jewish Studies,JWST,Jewish Studies Program
JWST 5200,Religion and Reproductive Politics in the United States,JWST,Jewish Studies Program
JWST 5348,Graduate Topics in Jewish History,JWST,Jewish Studies Program
JWST 5800,"Ethics, Medicine and the Holocaust: Legacies in Health and Society",JWST,Jewish Studies Program
JWST 5900,Graduate Independent Study in Jewish Studies,JWST,Jewish Studies Program
JRNL 1000,Principles of Journalism and Networked Communication,JRNL,Journalism and Mass Communication Department
JRNL 1871,Special Topics for First-Year Students,JRNL,Journalism and Mass Communication Department
JRNL 2000,Writing for the Media,JRNL,Journalism and Mass Communication Department
JRNL 2001,Fundamentals of Reporting Technologies,JRNL,Journalism and Mass Communication Department
JRNL 2014,Race and Sports Journalism,JRNL,Journalism and Mass Communication Department
JRNL 2301,Journalism Ethics and History in Film,JRNL,Journalism and Mass Communication Department
JRNL 2401,Media Coverage of Diverse Populations,JRNL,Journalism and Mass Communication Department
JRNL 3102,Photojournalism I,JRNL,Journalism and Mass Communication Department
JRNL 3112,Concepts in Visual Culture,JRNL,Journalism and Mass Communication Department
JRNL 3201,Critical Perspectives on Journalism,JRNL,Journalism and Mass Communication Department
JRNL 3202,Covering Political Campaigns,JRNL,Journalism and Mass Communication Department
JRNL 3211,History of Broadcasting,JRNL,Journalism and Mass Communication Department
JRNL 3221,History of Digital Journalism,JRNL,Journalism and Mass Communication Department
JRNL 3231,History of Documentary Film,JRNL,Journalism and Mass Communication Department
JRNL 3241,History of Journalism,JRNL,Journalism and Mass Communication Department
JRNL 3251,History of Sports Journalism,JRNL,Journalism and Mass Communication Department
JRNL 3401,Sociology of News,JRNL,Journalism and Mass Communication Department
JRNL 3402,Social Media Storytelling,JRNL,Journalism and Mass Communication Department
JRNL 3552,Multimedia Editing,JRNL,Journalism and Mass Communication Department
JRNL 3614,Principles of Audio Production,JRNL,Journalism and Mass Communication Department
JRNL 3644,Digital Video Production I,JRNL,Journalism and Mass Communication Department
JRNL 3651,Media Law and Ethics,JRNL,Journalism and Mass Communication Department
JRNL 3674,Digital Video Production 2,JRNL,Journalism and Mass Communication Department
JRNL 3704,Sports Writing,JRNL,Journalism and Mass Communication Department
JRNL 3804,"Sports, Media and Society",JRNL,Journalism and Mass Communication Department
JRNL 3904,Sports Journalism and Gender,JRNL,Journalism and Mass Communication Department
JRNL 4002,Reporting 2,JRNL,Journalism and Mass Communication Department
JRNL 4004,The Sports Media Industry,JRNL,Journalism and Mass Communication Department
JRNL 4011,Principles of Media Relations,JRNL,Journalism and Mass Communication Department
JRNL 4102,Photojournalism Portfolio,JRNL,Journalism and Mass Communication Department
JRNL 4311,Literary Journalism,JRNL,Journalism and Mass Communication Department
JRNL 4344,Video Documentary Production,JRNL,Journalism and Mass Communication Department
JRNL 4351,"Reporting Wars, Conflict and Peace",JRNL,Journalism and Mass Communication Department
JRNL 4354,Video News Reporting,JRNL,Journalism and Mass Communication Department
JRNL 4401,News and Public Perception,JRNL,Journalism and Mass Communication Department
JRNL 4402,Journalism and Social Identity,JRNL,Journalism and Mass Communication Department
JRNL 4411,International Media and Global Crises,JRNL,Journalism and Mass Communication Department
JRNL 4502,Reporting 3,JRNL,Journalism and Mass Communication Department
JRNL 4521,Data Journalism,JRNL,Journalism and Mass Communication Department
JRNL 4562,Digital Journalism,JRNL,Journalism and Mass Communication Department
JRNL 4572,News Corps,JRNL,Journalism and Mass Communication Department
JRNL 4573,CU News Corps Investigative Reporting & Leadership,JRNL,Journalism and Mass Communication Department
JRNL 4602,Opinion Writing,JRNL,Journalism and Mass Communication Department
JRNL 4614,Advanced Audio Practices,JRNL,Journalism and Mass Communication Department
JRNL 4624,NewsTeam,JRNL,Journalism and Mass Communication Department
JRNL 4634,Broadcast Projects,JRNL,Journalism and Mass Communication Department
JRNL 4651,Advanced Media Ethics,JRNL,Journalism and Mass Communication Department
JRNL 4674,Digital Video Production 3,JRNL,Journalism and Mass Communication Department
JRNL 4684,The Art of Visual Storytelling,JRNL,Journalism and Mass Communication Department
JRNL 4702,Arts/Cultural Reporting and Criticism,JRNL,Journalism and Mass Communication Department
JRNL 4704,Athletic Media Relations,JRNL,Journalism and Mass Communication Department
JRNL 4714,Sports Broadcasting,JRNL,Journalism and Mass Communication Department
JRNL 4724,Sports Announcing,JRNL,Journalism and Mass Communication Department
JRNL 4802,Feature Writing,JRNL,Journalism and Mass Communication Department
JRNL 4822,Reporting on the Environment,JRNL,Journalism and Mass Communication Department
JRNL 4841,Undergraduate Independent Study,JRNL,Journalism and Mass Communication Department
JRNL 4874,Special Topics,JRNL,Journalism and Mass Communication Department
JRNL 4920,Seminar in Honors Writing & Research,JRNL,Journalism and Mass Communication Department
JRNL 4931,Internship,JRNL,Journalism and Mass Communication Department
JRNL 5001,Media Technology Boot Camp,JRNL,Journalism and Mass Communication Department
JRNL 5011,Newsgathering and Multimedia Storytelling,JRNL,Journalism and Mass Communication Department
JRNL 5102,Photojournalism Portfolio,JRNL,Journalism and Mass Communication Department
JRNL 5201,Principles of American Journalism,JRNL,Journalism and Mass Communication Department
JRNL 5211,Funding Journalism in the 21st Century,JRNL,Journalism and Mass Communication Department
JRNL 5221,Entrepreneurial Journalism,JRNL,Journalism and Mass Communication Department
JRNL 5231,Video Newsgathering,JRNL,Journalism and Mass Communication Department
JRNL 5241,Coding for Journalists,JRNL,Journalism and Mass Communication Department
JRNL 5311,Literary Journalism,JRNL,Journalism and Mass Communication Department
JRNL 5344,Video Documentary Production,JRNL,Journalism and Mass Communication Department
JRNL 5402,Journalism and Social Identity,JRNL,Journalism and Mass Communication Department
JRNL 5411,Global Journalism and International News,JRNL,Journalism and Mass Communication Department
JRNL 5502,Newsgathering 2,JRNL,Journalism and Mass Communication Department
JRNL 5512,In-Depth Reporting,JRNL,Journalism and Mass Communication Department
JRNL 5514,Newsgathering for Television,JRNL,Journalism and Mass Communication Department
JRNL 5521,Data Journalism,JRNL,Journalism and Mass Communication Department
JRNL 5552,Multimedia Editing,JRNL,Journalism and Mass Communication Department
JRNL 5562,Digital Journalism,JRNL,Journalism and Mass Communication Department
JRNL 5572,News Corps,JRNL,Journalism and Mass Communication Department
JRNL 5602,Opinion Writing,JRNL,Journalism and Mass Communication Department
JRNL 5624,NewsTeam,JRNL,Journalism and Mass Communication Department
JRNL 5634,Broadcast Projects,JRNL,Journalism and Mass Communication Department
JRNL 5651,Journalism Law & Ethics,JRNL,Journalism and Mass Communication Department
JRNL 5684,The Art of Visual Storytelling,JRNL,Journalism and Mass Communication Department
JRNL 5702,Arts/Cultural Reporting and Criticism,JRNL,Journalism and Mass Communication Department
JRNL 5704,Sports Journalism,JRNL,Journalism and Mass Communication Department
JRNL 5802,Feature Writing,JRNL,Journalism and Mass Communication Department
JRNL 5804,"Sports, Media and Society",JRNL,Journalism and Mass Communication Department
JRNL 5812,Science Writing,JRNL,Journalism and Mass Communication Department
JRNL 5822,Reporting on the Environment,JRNL,Journalism and Mass Communication Department
JRNL 5841,Graduate Independent Study,JRNL,Journalism and Mass Communication Department
JRNL 5851,Graduate Professional Project,JRNL,Journalism and Mass Communication Department
JRNL 5871,Special Topics,JRNL,Journalism and Mass Communication Department
JRNL 5872,Special Topics: Print,JRNL,Journalism and Mass Communication Department
JRNL 5874,Special Topics:  Electronic Media,JRNL,Journalism and Mass Communication Department
JRNL 5931,Internship,JRNL,Journalism and Mass Communication Department
JRNL 6551,News Media Representation and Identity,JRNL,Journalism and Mass Communication Department
JRNL 6651,Media Law,JRNL,Journalism and Mass Communication Department
JRNL 6862,Visual Communication and Mass Media,JRNL,Journalism and Mass Communication Department
JRNL 6871,Special Topics,JRNL,Journalism and Mass Communication Department
JRNL 6940,Master's Candidate for Degree,JRNL,Journalism and Mass Communication Department
JRNL 7001,ProSeminar in Mass Communication Theory 1,JRNL,Journalism and Mass Communication Department
JRNL 7002,Research Design,JRNL,Journalism and Mass Communication Department
JRNL 7003,ProSeminar in Mass Communication Theory II,JRNL,Journalism and Mass Communication Department
JRNL 7004,Doctoral Professionalization Seminar,JRNL,Journalism and Mass Communication Department
JRNL 7010,Qualitative Interviewing as a Research Method,JRNL,Journalism and Mass Communication Department
JRNL 7011,Seminar in Strategic Public Relations,JRNL,Journalism and Mass Communication Department
JRNL 7012,Ethnography and Media,JRNL,Journalism and Mass Communication Department
JRNL 7013,Mixed Research Methods in Mass Communication,JRNL,Journalism and Mass Communication Department
JRNL 7014,Experimental Design in Mass Communication,JRNL,Journalism and Mass Communication Department
JRNL 7020,Controls of Media and Information,JRNL,Journalism and Mass Communication Department
JRNL 7021,Environmental Journalism and Science Communication,JRNL,Journalism and Mass Communication Department
JRNL 7030,Media Sociology,JRNL,Journalism and Mass Communication Department
JRNL 7031,Moral Psychology and Media Ethics,JRNL,Journalism and Mass Communication Department
JRNL 7034,Media and Health Communication,JRNL,Journalism and Mass Communication Department
JRNL 7051,Qualitative Methods in Mass Communication,JRNL,Journalism and Mass Communication Department
JRNL 7061,Quantitative Research Methods,JRNL,Journalism and Mass Communication Department
JRNL 7062,Advanced Statistical Analysis for Mass Communication,JRNL,Journalism and Mass Communication Department
JRNL 7063,Text Analytics for Computational Mass Communication Research,JRNL,Journalism and Mass Communication Department
JRNL 7871,Special Topics,JRNL,Journalism and Mass Communication Department
JRNL 7880,Persuasion Theory,JRNL,Journalism and Mass Communication Department
JRNL 8991,Doctoral Dissertation,JRNL,Journalism and Mass Communication Department
KREN 1010,Beginning Korean 1,KREN,Asian Languages and Civilizations Department - Korean Studies
KREN 1011,Introduction to Korean Civilization,KREN,Asian Languages and Civilizations Department - Korean Studies
KREN 1020,Beginning Korean 2,KREN,Asian Languages and Civilizations Department - Korean Studies
KREN 2110,Intermediate Korean 1,KREN,Asian Languages and Civilizations Department - Korean Studies
KREN 2120,Intermediate Korean 2,KREN,Asian Languages and Civilizations Department - Korean Studies
KREN 2441,Film and Korean Culture,KREN,Asian Languages and Civilizations Department - Korean Studies
KREN 3110,Advanced Korean 1,KREN,Asian Languages and Civilizations Department - Korean Studies
KREN 3120,Advanced Korean 2,KREN,Asian Languages and Civilizations Department - Korean Studies
KREN 3841,Modern Korean Literature in English Translation,KREN,Asian Languages and Civilizations Department - Korean Studies
KREN 3851,Studies in Korean Popular Culture,KREN,Asian Languages and Civilizations Department - Korean Studies
KREN 4900,Independent Study,KREN,Asian Languages and Civilizations Department - Korean Studies
LAND 2004,History of Landscape Architecture,LAND,Landscape Architecture Department
LAND 2100,Studio 1: Foundations of Landscape Architecture,LAND,Landscape Architecture Department
LAND 3003,"Site Planning, Materials, and Technologies",LAND,Landscape Architecture Department
LAND 3100,Studio 2: Intermediate Landscape Architecture,LAND,Landscape Architecture Department
LAND 3103,Ecological Planting Design,LAND,Landscape Architecture Department
LAND 4100,Capstone in Landscape Architecture,LAND,Landscape Architecture Department
LAND 4114,Landscape Architecture Theory,LAND,Landscape Architecture Department
LGTC 5010,Second Language Acquisition and Language Education,LGTC,Classics Department - Linguistics
LGTC 5020,Educational Technology Foundation,LGTC,Classics Department - Linguistics
LGTC 5030,Language Technology Tools in Practice,LGTC,Classics Department - Linguistics
LGTC 5031,Emerging Technology for Language Learning,LGTC,Classics Department - Linguistics
LGTC 5032,Digital Games and Language Learning,LGTC,Classics Department - Linguistics
LGTC 5035,Online and Blended Language Instruction,LGTC,Classics Department - Linguistics
LGTC 5040,Telecollaboration for Language Learning Foundations,LGTC,Classics Department - Linguistics
LGTC 5045,Language Teacher Proficiency Through Telecollaboration,LGTC,Classics Department - Linguistics
LGTC 5050,Language Technology Practicum,LGTC,Classics Department - Linguistics
LGTC 5060,"Global Voices, Telecollaboration, and Language Learning",LGTC,Classics Department - Linguistics
LAMS 1000,Introduction to Latin American and Latinx Studies,LAMS,Latin American Studies Program
LAMS 1010,Beginning Quechua 1,LAMS,Latin American Studies Program
LAMS 1020,Beginning Quechua 2,LAMS,Latin American Studies Program
LAMS 3100,"Travel, Science and Adventure",LAMS,Latin American Studies Program
LATN 1014,Beginning Latin 1,LATN,Classics Department - Latin Studies
LATN 1024,Beginning Latin 2,LATN,Classics Department - Latin Studies
LATN 2004,Accelerated Latin 1,LATN,Classics Department - Latin Studies
LATN 2044,Accelerated Latin 2,LATN,Classics Department - Latin Studies
LATN 2114,Intermediate Latin 1,LATN,Classics Department - Latin Studies
LATN 2124,Intermediate Latin 2,LATN,Classics Department - Latin Studies
LATN 3014,Introduction to Latin Prose,LATN,Classics Department - Latin Studies
LATN 3024,Introduction to Latin Poetry,LATN,Classics Department - Latin Studies
LATN 4014,Topics in Latin Prose,LATN,Classics Department - Latin Studies
LATN 4024,Latin Prose Composition,LATN,Classics Department - Latin Studies
LATN 4044,Topics in Latin Poetry,LATN,Classics Department - Latin Studies
LATN 4084,Survey of Roman Literature Part 2:  Imperial,LATN,Classics Department - Latin Studies
LATN 4094,Survey of Roman Literature Part 1:  Republican to Augustan,LATN,Classics Department - Latin Studies
LATN 4824,Latin Teaching Methods: Open Topics,LATN,Classics Department - Latin Studies
LATN 4844,Independent Study,LATN,Classics Department - Latin Studies
LATN 5014,Topics in Latin Prose,LATN,Classics Department - Latin Studies
LATN 5024,Latin Prose Composition,LATN,Classics Department - Latin Studies
LATN 5044,Topics in Latin Poetry,LATN,Classics Department - Latin Studies
LATN 5084,Survey of Roman Literature Part 2:  Imperial,LATN,Classics Department - Latin Studies
LATN 5094,Survey of Roman Literature Part 1:  Republican to Augustan,LATN,Classics Department - Latin Studies
LATN 5404,Special Project: Teaching,LATN,Classics Department - Latin Studies
LATN 5824,Latin Teaching Methods: Open Topics,LATN,Classics Department - Latin Studies
LATN 6004,Graduate Reading,LATN,Classics Department - Latin Studies
LATN 6844,Graduate Independent Study,LATN,Classics Department - Latin Studies
LATN 7014,Graduate Seminar in Latin Literature,LATN,Classics Department - Latin Studies
LAWS 4005,Constitutional Law: Founding Principles and Current Debates,LAWS,Law School
LAWS 4007,Federal Income Taxation of Individuals,LAWS,Law School
LAWS 4017,Introduction to Business Taxation,LAWS,Law School
LAWS 4075,Introduction to U.S. Law for Undergraduate Students,LAWS,Law School
LAWS 4201,Philosophy of Entrepreneurship,LAWS,Law School
LAWS 4211,Corporate Law,LAWS,Law School
LAWS 4226,Professional Communication in Business,LAWS,Law School
LAWS 4458,Introduction to Law and Literature,LAWS,Law School
LAWS 4521,The Law At Work,LAWS,Law School
LAWS 4618,Marijuana Law in Colorado,LAWS,Law School
LAWS 4700,Native American and Indigenous Peoples Law,LAWS,Law School
LAWS 4801,"Technology, Law and Society",LAWS,Law School
LAWS 4808,Argument and Persuasion in American Law,LAWS,Law School
LAWS 5064,Legal Analysis,LAWS,Law School
LAWS 5103,Legal Ethics & Professionalism:  What Kind of Lawyer Do You Want to Be?,LAWS,Law School
LAWS 5121,Contracts,LAWS,Law School
LAWS 5201,"Entrepreneurship, Innovation and Public Policy",LAWS,Law School
LAWS 5203,"Legal Ethics, Professionalism and Creative Problem Solving",LAWS,Law School
LAWS 5205,Legislation and Regulation,LAWS,Law School
LAWS 5211,Framing and Legal Narrative,LAWS,Law School
LAWS 5223,Legal Writing II,LAWS,Law School
LAWS 5226,Legal Writing I,LAWS,Law School
LAWS 5303,Civil Procedure,LAWS,Law School
LAWS 5313,Civil Procedure 2,LAWS,Law School
LAWS 5323,Courtroom Observation Civil,LAWS,Law School
LAWS 5425,Torts,LAWS,Law School
LAWS 5503,Criminal Law,LAWS,Law School
LAWS 5513,Courtroom Observation Criminal,LAWS,Law School
LAWS 5624,Property,LAWS,Law School
LAWS 5634,Property 2,LAWS,Law School
LAWS 5646,Foundations of Legal Research,LAWS,Law School
LAWS 5803,Courtroom Observation International,LAWS,Law School
LAWS 6001,Commercial Transaction,LAWS,Law School
LAWS 6002,Public Land Law,LAWS,Law School
LAWS 6004,Real Estate Transactions,LAWS,Law School
LAWS 6005,Constitutional Law,LAWS,Law School
LAWS 6007,Income Taxation,LAWS,Law School
LAWS 6008,Foundations of International Legal Thought,LAWS,Law School
LAWS 6009,Legal Aid Civil Practice 1,LAWS,Law School
LAWS 6011,Payment Systems,LAWS,Law School
LAWS 6019,Civil Practice Clinic 2,LAWS,Law School
LAWS 6021,Secured Transactions,LAWS,Law School
LAWS 6024,Real Property Security,LAWS,Law School
LAWS 6029,Criminal and Immigration Defense Clinic,LAWS,Law School
LAWS 6031,Consumer Protection Laws and Policies,LAWS,Law School
LAWS 6035,White Collar Crime,LAWS,Law School
LAWS 6039,Criminal Defense Clinic 2,LAWS,Law School
LAWS 6045,Criminal Procedure,LAWS,Law School
LAWS 6049,Legal Assistance 1: Federal Courts,LAWS,Law School
LAWS 6055,Post-Conviction Criminal Procedure,LAWS,Law School
LAWS 6059,Legal Aid and Defender,LAWS,Law School
LAWS 6060,White Collar Crime Practicum,LAWS,Law School
LAWS 6065,"Media, Popular Culture, and the Law",LAWS,Law School
LAWS 6069,Immigration Clinic,LAWS,Law School
LAWS 6079,Criminal Defense Clinic,LAWS,Law School
LAWS 6089,Legal Assistance 2: Federal Courts,LAWS,Law School
LAWS 6099,Family Law Clinic,LAWS,Law School
LAWS 6103,Legal Ethics Professionalism,LAWS,Law School
LAWS 6104,Wills and Trusts,LAWS,Law School
LAWS 6105,Defending Immigrants in Criminal and Immigration Courts,LAWS,Law School
LAWS 6108,Conflict of Laws,LAWS,Law School
LAWS 6109,Trial Advocacy,LAWS,Law School
LAWS 6112,Foundations of American Natural Resources Law,LAWS,Law School
LAWS 6113,Legal Ethics and Professionalism: Ethics and the Law of Lawyering,LAWS,Law School
LAWS 6114,Construction Law,LAWS,Law School
LAWS 6117,Survey of Business Enterprise Tax,LAWS,Law School
LAWS 6119,Deposition Skills,LAWS,Law School
LAWS 6122,International Natural Resources Law and Policy,LAWS,Law School
LAWS 6123,Legislative and Policy Drafting,LAWS,Law School
LAWS 6128,Statutory Interpretation,LAWS,Law School
LAWS 6138,Federal Tax Politics,LAWS,Law School
LAWS 6157,Corporate Taxation,LAWS,Law School
LAWS 6167,Partnership Taxation,LAWS,Law School
LAWS 6170,E-Discovery,LAWS,Law School
LAWS 6177,Civil Tax Controversies,LAWS,Law School
LAWS 6179,Trial Practice,LAWS,Law School
LAWS 6201,"Agency, Partnership, and the LLC",LAWS,Law School
LAWS 6205,Lawyers for Social Change,LAWS,Law School
LAWS 6206,Litigation Drafting,LAWS,Law School
LAWS 6207,Writing in the Regulatory State,LAWS,Law School
LAWS 6209,Sustainable Community Development Clinic,LAWS,Law School
LAWS 6210,Comparative Law,LAWS,Law School
LAWS 6211,Corporations,LAWS,Law School
LAWS 6213,Advanced Appellate Advocacy,LAWS,Law School
LAWS 6217,Estate and Gift Tax Planning,LAWS,Law School
LAWS 6220,Introduction to Jewish/Israeli Law,LAWS,Law School
LAWS 6221,Compliance,LAWS,Law School
LAWS 6223,Research and Writing in the Regulatory State,LAWS,Law School
LAWS 6226,Advanced Legal Writing,LAWS,Law School
LAWS 6228,Writing in Context,LAWS,Law School
LAWS 6236,Judicial Opinion Writing,LAWS,Law School
LAWS 6246,"Introduction to United States Legal System/Legal Reasoning, Research and Writing",LAWS,Law School
LAWS 6270,Law and Mathematics,LAWS,Law School
LAWS 6271,Special Topics: Deals Lab,LAWS,Law School
LAWS 6280,"Intensive Intro to Financial Info, Accounting and the Law: Accounting Boot Camp",LAWS,Law School
LAWS 6281,Accounting Issues for Lawyers,LAWS,Law School
LAWS 6301,Introduction to Intellectual Property Law,LAWS,Law School
LAWS 6302,Water Resources,LAWS,Law School
LAWS 6308,Law and Neuroscience,LAWS,Law School
LAWS 6311,National Security and Privacy Law,LAWS,Law School
LAWS 6315,The Prosecutor's Role in the Criminal Justice System,LAWS,Law School
LAWS 6318,Economic Analysis of Law,LAWS,Law School
LAWS 6321,Computer Crime,LAWS,Law School
LAWS 6328,Financial Decision-Making,LAWS,Law School
LAWS 6331,The Technology of Privacy,LAWS,Law School
LAWS 6338,Understanding the Global Financial Crisis,LAWS,Law School
LAWS 6353,Evidence,LAWS,Law School
LAWS 6361,Information Privacy and Cybersecurity,LAWS,Law School
LAWS 6363,Evidence and Trial Practice,LAWS,Law School
LAWS 6373,Federal Litigation: Everything but the Trial,LAWS,Law School
LAWS 6383,Applied Evidence,LAWS,Law School
LAWS 6400,International Law,LAWS,Law School
LAWS 6401,"Foreign Corrupt Practices, Anti-Bribery and Anti-Trafficking",LAWS,Law School
LAWS 6410,International Trade Law,LAWS,Law School
LAWS 6415,Drug Product Liability Litigation: Principles and Practice,LAWS,Law School
LAWS 6420,Law and the Holocaust,LAWS,Law School
LAWS 6430,International Trade Litigation Lab,LAWS,Law School
LAWS 6458,Creative Writing for Lawyers,LAWS,Law School
LAWS 6501,The Practice of Labor and Employment Law,LAWS,Law School
LAWS 6502,Wildlife and the Law,LAWS,Law School
LAWS 6503,Law and Social Sciences,LAWS,Law School
LAWS 6508,The Philosophy of Law,LAWS,Law School
LAWS 6510,International Environmental Law,LAWS,Law School
LAWS 6511,Labor Law,LAWS,Law School
LAWS 6513,Crime Victims Rights and Victim Counseling and Advocacy,LAWS,Law School
LAWS 6518,Introduction to Islamic Law & Jurisprudence,LAWS,Law School
LAWS 6521,Employment Law,LAWS,Law School
LAWS 6525,Elder Law,LAWS,Law School
LAWS 6528,Capital Punishment in America,LAWS,Law School
LAWS 6531,Comparative Employment Law,LAWS,Law School
LAWS 6540,Global Law & Global Governance,LAWS,Law School
LAWS 6541,Colorado Worker's Compensation Theory and Practice,LAWS,Law School
LAWS 6551,Employee Benefits and Compensation Law,LAWS,Law School
LAWS 6555,Disability Rights,LAWS,Law School
LAWS 6601,Corporate Transactions in Latin America,LAWS,Law School
LAWS 6602,Cultural Property Law,LAWS,Law School
LAWS 6702,Climate Justice,LAWS,Law School
LAWS 6708,Special Topics,LAWS,Law School
LAWS 6712,Climate Change Law and Policy,LAWS,Law School
LAWS 6722,Energy Law and Regulation,LAWS,Law School
LAWS 6732,Renewable Energy Project Finance and Development,LAWS,Law School
LAWS 6801,Anti-money Laundering Law,LAWS,Law School
LAWS 6803,Quantitative Methods,LAWS,Law School
LAWS 6808,LILAC Symposium Course: Leadership in Law and Community,LAWS,Law School
LAWS 6813,"Problem-Solving, Professional Judgment, and Decision Making",LAWS,Law School
LAWS 6816,Problem-Solving and Writing,LAWS,Law School
LAWS 6823,Legal Reasoning,LAWS,Law School
LAWS 6836,Special Topics in Legal Research,LAWS,Law School
LAWS 6856,Advanced Legal Research,LAWS,Law School
LAWS 6866,Colorado Legal Research,LAWS,Law School
LAWS 6876,Legal Research Skills for Practice,LAWS,Law School
LAWS 6886,Advanced Legal Research and Analysis,LAWS,Law School
LAWS 6896,Advanced Legal Research and Writing for Practice,LAWS,Law School
LAWS 7003,Federal Courts,LAWS,Law School
LAWS 7004,Advanced Deals Lab: Real Estate Transactions,LAWS,Law School
LAWS 7005,Internet and Media Law,LAWS,Law School
LAWS 7011,Creditors' Remedies and Debtors' Protections,LAWS,Law School
LAWS 7013,Supreme Court Decision Making,LAWS,Law School
LAWS 7015,First Amendment,LAWS,Law School
LAWS 7019,Advanced Clinical Practicum,LAWS,Law School
LAWS 7021,Bankruptcy,LAWS,Law School
LAWS 7023,Jury Selection and History,LAWS,Law School
LAWS 7024,Real Estate Planning,LAWS,Law School
LAWS 7025,Civil Rights,LAWS,Law School
LAWS 7029,Appellate Advocacy Practicum,LAWS,Law School
LAWS 7031,Regulation of Financial Institutions,LAWS,Law School
LAWS 7045,Criminal Procedure: Adjudicative Process,LAWS,Law School
LAWS 7051,Transactional Drafting,LAWS,Law School
LAWS 7055,Education Law,LAWS,Law School
LAWS 7058,Conflict of Laws,LAWS,Law School
LAWS 7061,Contract Drafting,LAWS,Law School
LAWS 7065,Immigration and Citizenship Law,LAWS,Law School
LAWS 7071,Advanced Transactional Drafting,LAWS,Law School
LAWS 7079,Wrongful Convictions,LAWS,Law School
LAWS 7085,Law and Religion,LAWS,Law School
LAWS 7095,Women in Law,LAWS,Law School
LAWS 7100,International Criminal Law: Theory and Practice,LAWS,Law School
LAWS 7101,Deals: Engineering Financial Transactions,LAWS,Law School
LAWS 7102,Oil and Gas,LAWS,Law School
LAWS 7103,Ethics and Compliance Capstone,LAWS,Law School
LAWS 7105,Family Law,LAWS,Law School
LAWS 7106,Moot Court Competition,LAWS,Law School
LAWS 7111,Contract Theory: Collisions of Contracting and Culture,LAWS,Law School
LAWS 7115,Juvenile Justice,LAWS,Law School
LAWS 7116,Barristers Council,LAWS,Law School
LAWS 7121,Advanced Contracts: Commercial Transactions,LAWS,Law School
LAWS 7122,Mining and Mineral Development Law,LAWS,Law School
LAWS 7125,Advanced Domestic Relations,LAWS,Law School
LAWS 7126,Transactional Competition,LAWS,Law School
LAWS 7128,Jurisprudence,LAWS,Law School
