courses_id,course_name,department_id,department_name
MSBX 5435,Planning and Production,MSBX,Business Administration Program - Health Administration
MSBX 5440,Decision Analysis,MSBX,Business Administration Program - Health Administration
MSBX 5450,Transportation and Logistics,MSBX,Business Administration Program - Health Administration
MSBX 5470,Procurement and Contracting,MSBX,Business Administration Program - Health Administration
MSBX 5480,Information Security Management,MSBX,Business Administration Program - Health Administration
MSBX 5500,Security Analytics with Python and Machine Learning,MSBX,Business Administration Program - Health Administration
MSBX 5605,Real Estate Investment and Risk Management,MSBX,Business Administration Program - Health Administration
MSBX 5680,Real Estate Technology,MSBX,Business Administration Program - Health Administration
MSBX 6290,Textual Analysis in Business,MSBX,Business Administration Program - Health Administration
MUSM 4010,Museums and Society,MUSM,Museum and Field Studies Program
MUSM 4473,Museum Field Methods in Botany,MUSM,Museum and Field Studies Program
MUSM 4484,Museum Field Methods in Geology,MUSM,Museum and Field Studies Program
MUSM 4795,Field Methods in Zoology and Botany,MUSM,Museum and Field Studies Program
MUSM 4900,Independent Study,MUSM,Museum and Field Studies Program
MUSM 4912,Collections Research Practicum in Cultural Anthropology,MUSM,Museum and Field Studies Program
MUSM 4913,Museum Practicum in Botany,MUSM,Museum and Field Studies Program
MUSM 4914,Museum Practicum in Geology,MUSM,Museum and Field Studies Program
MUSM 4915,Museum Practicum in Zoology,MUSM,Museum and Field Studies Program
MUSM 4916,Museum Practicum in Entomology,MUSM,Museum and Field Studies Program
MUSM 4917,Museum Practicum in Techniques,MUSM,Museum and Field Studies Program
MUSM 5011,Introduction to Museum Studies,MUSM,Museum and Field Studies Program
MUSM 5021,Selected Museum Topics,MUSM,Museum and Field Studies Program
MUSM 5030,Museum Education,MUSM,Museum and Field Studies Program
MUSM 5031,Museums and the Public: Exhibit Development,MUSM,Museum and Field Studies Program
MUSM 5041,Museum Administration,MUSM,Museum and Field Studies Program
MUSM 5045,Introduction to Museum Anthropology,MUSM,Museum and Field Studies Program
MUSM 5051,Museum Collections Management,MUSM,Museum and Field Studies Program
MUSM 5061,Introduction to Scientific Illustration,MUSM,Museum and Field Studies Program
MUSM 5474,Vertebrate Paleontology,MUSM,Museum and Field Studies Program
MUSM 5484,Museum Field Methods in Geology,MUSM,Museum and Field Studies Program
MUSM 5760,Mammalogy,MUSM,Museum and Field Studies Program
MUSM 5795,Field Methods in Zoology and Botany,MUSM,Museum and Field Studies Program
MUSM 5900,Independent Study,MUSM,Museum and Field Studies Program
MUSM 5912,Collections Research Practicum in Cultural Anthropology,MUSM,Museum and Field Studies Program
MUSM 5913,Museum Practicum in Botany,MUSM,Museum and Field Studies Program
MUSM 5914,Museum Practicum in Geology,MUSM,Museum and Field Studies Program
MUSM 5915,Museum Practicum in Zoology,MUSM,Museum and Field Studies Program
MUSM 5916,Museum Practicum in Entomology,MUSM,Museum and Field Studies Program
MUSM 5917,Museum Practicum in Techniques,MUSM,Museum and Field Studies Program
MUSM 5918,Museum Practicum in Advanced Collections Management,MUSM,Museum and Field Studies Program
MUSM 5919,Collections Research Practicum: Archaeology,MUSM,Museum and Field Studies Program
MUSM 6110,Advanced Seminar in Museum Issues,MUSM,Museum and Field Studies Program
MUSM 6150,Critical and Theoretical Issues in Museums,MUSM,Museum and Field Studies Program
MUSM 6930,Museum Internship,MUSM,Museum and Field Studies Program
MUSM 6940,Master's Candidate for Degree,MUSM,Museum and Field Studies Program
MUSM 6950,Master's Thesis,MUSM,Museum and Field Studies Program
MUSM 6960,Master's Project or Paper,MUSM,Museum and Field Studies Program
MUEL 1081,Basic Music Theory,MUEL,Music Education Department
MUEL 1115,Piano Class 1,MUEL,Music Education Department
MUEL 1125,Piano Class II,MUEL,Music Education Department
MUEL 1145,Guitar Class,MUEL,Music Education Department
MUEL 1155,Intermediate Guitar,MUEL,Music Education Department
MUEL 1184,Voice Class,MUEL,Music Education Department
MUEL 1416,Introduction to Hand Percussion,MUEL,Music Education Department
MUEL 1832,Appreciation of Music,MUEL,Music Education Department
MUEL 2031,Making Electronic Music,MUEL,Music Education Department
MUEL 2051,Introduction to Songwriting Techniques,MUEL,Music Education Department
MUEL 2061,Introduction to Music Technology,MUEL,Music Education Department
MUEL 2071,Intro to Audio Recording,MUEL,Music Education Department
MUEL 2081,Prepared for the Soundcheck,MUEL,Music Education Department
MUEL 2091,Intro to Audio Recording,MUEL,Music Education Department
MUEL 2184,Voice Class,MUEL,Music Education Department
MUEL 2742,Wild West Soundscapes,MUEL,Music Education Department
MUEL 2752,Music in American Culture,MUEL,Music Education Department
MUEL 2762,Topics in Music and Drama,MUEL,Music Education Department
MUEL 2772,World Musics: Asia and Oceania,MUEL,Music Education Department
MUEL 2782,"World Music: Africa, Europe, and the Americas",MUEL,Music Education Department
MUEL 2832,Musical Mavericks: Misfits and Geniuses,MUEL,Music Education Department
MUEL 2842,American Musical Theatre,MUEL,Music Education Department
MUEL 2852,Music in the Rock Era,MUEL,Music Education Department
MUEL 2862,American Film Musical,MUEL,Music Education Department
MUEL 2872,Heavy Metal,MUEL,Music Education Department
MUEL 3051,Basic Composition,MUEL,Music Education Department
MUEL 3642,History of Jazz,MUEL,Music Education Department
MUEL 3772,West African Music and Culture in Ghana,MUEL,Music Education Department
MUEL 3822,Words and Music,MUEL,Music Education Department
MUEL 3832,Music in Literature,MUEL,Music Education Department
MUEL 3862,Music and Global Health,MUEL,Music Education Department
MUEL 3872,Music in the Rock Era: Special Topics in Heavy Metal,MUEL,Music Education Department
MUEL 3882,Music and Violence,MUEL,Music Education Department
MUEL 3892,Music and Space,MUEL,Music Education Department
MUEL 4012,African Music,MUEL,Music Education Department
MUEL 4111,Composing at the Computer,MUEL,Music Education Department
MUEL 4121,Topics in Music Technology,MUEL,Music Education Department
EMUS 1207,Festival Chorus,EMUS,Music Department - Electonic Music Studies
EMUS 1217,Chamber Singers,EMUS,Music Department - Electonic Music Studies
EMUS 1227,University Choir,EMUS,Music Department - Electonic Music Studies
EMUS 1237,Treble Chorus,EMUS,Music Department - Electonic Music Studies
EMUS 1247,Men's Chorus,EMUS,Music Department - Electonic Music Studies
EMUS 1257,Collegiate Chorale,EMUS,Music Department - Electonic Music Studies
EMUS 1277,Court Players,EMUS,Music Department - Electonic Music Studies
EMUS 1287,Marching Band,EMUS,Music Department - Electonic Music Studies
EMUS 1297,Wind Symphony,EMUS,Music Department - Electonic Music Studies
EMUS 1307,Symphonic Band,EMUS,Music Department - Electonic Music Studies
EMUS 1317,Concert Band,EMUS,Music Department - Electonic Music Studies
EMUS 1327,Symphony Orchestra,EMUS,Music Department - Electonic Music Studies
EMUS 1337,Chamber Orchestra,EMUS,Music Department - Electonic Music Studies
EMUS 1347,Bell Ensemble,EMUS,Music Department - Electonic Music Studies
EMUS 1367,Early Music Ensembles,EMUS,Music Department - Electonic Music Studies
EMUS 1377,Chamber Music-Brass,EMUS,Music Department - Electonic Music Studies
EMUS 1387,Chamber Music-Strings,EMUS,Music Department - Electonic Music Studies
EMUS 1397,Chamber Music Piano Duo,EMUS,Music Department - Electonic Music Studies
EMUS 1407,Chamber Music-Woodwinds,EMUS,Music Department - Electonic Music Studies
EMUS 1417,Percussion Ensemble,EMUS,Music Department - Electonic Music Studies
EMUS 1427,Jazz Ensemble,EMUS,Music Department - Electonic Music Studies
EMUS 1437,Jazz Combo,EMUS,Music Department - Electonic Music Studies
EMUS 1447,Guitar Ensemble,EMUS,Music Department - Electonic Music Studies
EMUS 1457,Electronic Music Ensemble,EMUS,Music Department - Electonic Music Studies
EMUS 1467,World Music Ensemble,EMUS,Music Department - Electonic Music Studies
EMUS 1477,Chamber Choir,EMUS,Music Department - Electonic Music Studies
EMUS 1507,Chamber Music,EMUS,Music Department - Electonic Music Studies
EMUS 1517,Campus Orchestra,EMUS,Music Department - Electonic Music Studies
EMUS 3207,Festival Chorus,EMUS,Music Department - Electonic Music Studies
EMUS 3217,Chamber Singers,EMUS,Music Department - Electonic Music Studies
EMUS 3227,University Choir,EMUS,Music Department - Electonic Music Studies
EMUS 3237,Treble Chorus,EMUS,Music Department - Electonic Music Studies
EMUS 3247,Men's Chorus,EMUS,Music Department - Electonic Music Studies
EMUS 3257,Collegiate Chorale,EMUS,Music Department - Electonic Music Studies
EMUS 3287,Marching Band,EMUS,Music Department - Electonic Music Studies
EMUS 3297,Wind Symphony,EMUS,Music Department - Electonic Music Studies
EMUS 3307,Symphonic Band,EMUS,Music Department - Electonic Music Studies
EMUS 3317,Concert Band,EMUS,Music Department - Electonic Music Studies
EMUS 3327,Symphony Orchestra,EMUS,Music Department - Electonic Music Studies
EMUS 3337,Chamber Orchestra,EMUS,Music Department - Electonic Music Studies
EMUS 3347,Bell Ensemble,EMUS,Music Department - Electonic Music Studies
EMUS 3357,Harp Ensemble,EMUS,Music Department - Electonic Music Studies
EMUS 3367,Early Music Ensembles,EMUS,Music Department - Electonic Music Studies
EMUS 3377,Chamber Music-Brass,EMUS,Music Department - Electonic Music Studies
EMUS 3387,Chamber Music-Strings,EMUS,Music Department - Electonic Music Studies
EMUS 3397,Chamber Music Piano Duo,EMUS,Music Department - Electonic Music Studies
EMUS 3407,Chamber Music-Woodwinds,EMUS,Music Department - Electonic Music Studies
EMUS 3417,Percussion Ensemble,EMUS,Music Department - Electonic Music Studies
EMUS 3427,Jazz Ensemble,EMUS,Music Department - Electonic Music Studies
EMUS 3437,Jazz Combo,EMUS,Music Department - Electonic Music Studies
EMUS 3447,Guitar Ensemble,EMUS,Music Department - Electonic Music Studies
EMUS 3457,Electronic Music Ensemble,EMUS,Music Department - Electonic Music Studies
EMUS 3467,World Music Ensemble,EMUS,Music Department - Electonic Music Studies
EMUS 3477,Chamber Choir,EMUS,Music Department - Electonic Music Studies
EMUS 3507,Chamber Music,EMUS,Music Department - Electonic Music Studies
EMUS 3517,Campus Orchestra,EMUS,Music Department - Electonic Music Studies
EMUS 5217,Chamber Singers,EMUS,Music Department - Electonic Music Studies
EMUS 5227,University Choir,EMUS,Music Department - Electonic Music Studies
EMUS 5297,Wind Symphony,EMUS,Music Department - Electonic Music Studies
EMUS 5307,Symphonic Band,EMUS,Music Department - Electonic Music Studies
EMUS 5327,Symphony Orchestra,EMUS,Music Department - Electonic Music Studies
EMUS 5337,Chamber Orchestra,EMUS,Music Department - Electonic Music Studies
EMUS 5367,Early Music Ensembles,EMUS,Music Department - Electonic Music Studies
EMUS 5377,Chamber Music-Brass,EMUS,Music Department - Electonic Music Studies
EMUS 5387,Chamber Music-Strings,EMUS,Music Department - Electonic Music Studies
EMUS 5407,Chamber Music-Woodwinds,EMUS,Music Department - Electonic Music Studies
EMUS 5417,Percussion Ensemble,EMUS,Music Department - Electonic Music Studies
EMUS 5427,Jazz Ensemble,EMUS,Music Department - Electonic Music Studies
EMUS 5437,Jazz Combo,EMUS,Music Department - Electonic Music Studies
EMUS 5447,Guitar Ensemble,EMUS,Music Department - Electonic Music Studies
EMUS 5457,Electronic Music Ensemble,EMUS,Music Department - Electonic Music Studies
EMUS 5467,World Music Ensemble,EMUS,Music Department - Electonic Music Studies
EMUS 5477,Chamber Choir,EMUS,Music Department - Electonic Music Studies
EMUS 5507,Chamber Music,EMUS,Music Department - Electonic Music Studies
MUSC 1081,Intensive Music Theory,MUSC,Music Department
MUSC 1101,Semester 1 Theory,MUSC,Music Department
MUSC 1103,Becoming a Music Teacher,MUSC,Music Department
MUSC 1111,Semester 2 Theory,MUSC,Music Department
MUSC 1121,"Aural Skills Lab, Semester 1",MUSC,Music Department
MUSC 1131,"Aural Skills Lab, Semester 2",MUSC,Music Department
MUSC 1325,Piano Sight Reading,MUSC,Music Department
MUSC 1326,Guitar Musicianship and Accompanying,MUSC,Music Department
MUSC 1544,Italian Diction,MUSC,Music Department
MUSC 1554,English Diction,MUSC,Music Department
MUSC 1802,Introduction to Musical Styles and Ideas,MUSC,Music Department
MUSC 2041,Applications of Music Technology (5-week segment),MUSC,Music Department
MUSC 2061,Introduction to Music Technology,MUSC,Music Department
MUSC 2081,Prepared for the Soundcheck,MUSC,Music Department
MUSC 2091,Recording Techniques,MUSC,Music Department
MUSC 2101,Semester 3 Theory,MUSC,Music Department
MUSC 2103,Introduction to Music Education,MUSC,Music Department
MUSC 2111,Semester 4 Theory,MUSC,Music Department
MUSC 2121,"Aural Skills Lab, Semester 3",MUSC,Music Department
MUSC 2131,"Aural Skills Lab, Semester 4",MUSC,Music Department
MUSC 2325,Applied Harmony for the Keyboard,MUSC,Music Department
MUSC 2365,Introduction to Accompanying,MUSC,Music Department
MUSC 2608,Alexander Technique,MUSC,Music Department
MUSC 2772,World Musics: Asia and Oceania,MUSC,Music Department
MUSC 2782,"World Musics: Africa, Europe, and the Americas",MUSC,Music Department
MUSC 2918,Building Your Music Career,MUSC,Music Department
MUSC 2988,Introduction to Music Research,MUSC,Music Department
MUSC 2997,Sophomore Proficiency,MUSC,Music Department
MUSC 3013,String Class,MUSC,Music Department
MUSC 3023,Woodwind Class,MUSC,Music Department
MUSC 3033,Brass Class,MUSC,Music Department
MUSC 3041,Instrumentation and Arranging,MUSC,Music Department
MUSC 3043,Percussion Class,MUSC,Music Department
MUSC 3051,Beginning Composition,MUSC,Music Department
MUSC 3061,Jazz Improvisation I,MUSC,Music Department
MUSC 3071,Jazz Improvisation II,MUSC,Music Department
MUSC 3081,Jazz Theory and Aural Foundations 1,MUSC,Music Department
MUSC 3091,Jazz Theory and Aural Foundations 2,MUSC,Music Department
MUSC 3133,Teaching General Music I,MUSC,Music Department
MUSC 3153,Teaching Woodwind Instruments,MUSC,Music Department
MUSC 3163,Teaching String Instruments,MUSC,Music Department
MUSC 3176,Conducting 1,MUSC,Music Department
MUSC 3186,Conducting II,MUSC,Music Department
MUSC 3193,Vocal Pedagogy and Literature for Young Voices,MUSC,Music Department
